,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39
0,,acc_gold_max,acc_gold_min,acc_train_max,acc_train_min,attention,attention_activation,attention_context,attention_dropout,attention_layers,base,batch_eval,batch_train,clip_norm,embed_dim,embed_dropout,embed_finetune,embed_noise,embeddings_file,encoder_bidirectional,encoder_dropout,encoder_layers,encoder_size,epochs,f1_gold_max,f1_gold_min,f1_train_max,f1_train_min,name,patience,precision_gold_max,precision_gold_min,precision_train_max,precision_train_min,recall_gold_max,recall_gold_min,recall_train_max,recall_train_min,token_type,weight_decay
1,0.0,0.6380208333333334,0.39453125,0.9750525210084033,0.45561974789915966,True,tanh,False,0.0,1,0.3,32,32,1,300,0.2,False,0.1,glove.840B.300d,True,0.2,2,100,50,0.5019989178902592,0.33261287347484375,0.9823670676236336,0.3818842788944469,TASK3_B,10,0.4997381896497163,0.3474141370180974,0.9834989185696729,0.4212034703832165,0.5564140792663234,0.40355222734255,0.9814000533531287,0.48693067563523784,word,0.0
2,0.0,0.6380208333333334,0.39453125,0.9750525210084032,0.4556197478991597,True,tanh,False,0.0,1,0.3,32,32,1,300,0.2,False,0.1,glove.840B.300d,True,0.2,2,100,50,0.5019989178902592,0.3326128734748437,0.9823670676236336,0.3818842788944469,TASK3_B,10,0.4997381896497163,0.3474141370180974,0.9834989185696728,0.4212034703832165,0.5564140792663234,0.40355222734255003,0.9814000533531289,0.4869306756352378,word,0.0
3,0.0,0.6666666666666666,0.4192708333333333,0.9782037815126049,0.4385504201680672,True,tanh,False,0.0,1,0.3,32,32,1,300,0.2,False,0.2,glove.840B.300d,True,0.2,2,100,50,0.4906014489594252,0.3965130628013332,0.9788324739978328,0.3898855394675673,TASK3_B,10,0.4871398716226302,0.4110444384504733,0.9706652926196292,0.4515967182961982,0.5572390949007533,0.44267981641824505,0.9875392514856752,0.4819927654663241,word,0.0
4,0.0,0.63671875,0.4088541666666667,0.8870798319327731,0.4784663865546218,True,tanh,False,0.0,1,0.3,32,32,1,300,0.2,False,0.3,glove.840B.300d,True,0.2,2,100,50,0.5000497227460735,0.3382746925887696,0.8936061798979086,0.3666916304647085,TASK3_B,10,0.5007070239496424,0.3648741839139023,0.8629749389131396,0.4518261762389207,0.559375631467843,0.4176964496459481,0.9324742077781432,0.4095113565017301,word,0.0
5,0.0,0.62890625,0.3971354166666667,0.7875525210084033,0.4613970588235294,True,tanh,False,0.0,1,0.3,32,32,1,300,0.3,False,0.4,glove.840B.300d,True,0.4,2,100,50,0.5240111629747741,0.35661647566946203,0.8150661339765226,0.3768291092897086,TASK3_B,10,0.5318890821035653,0.4279885852391282,0.7825914810419923,0.4550557239618769,0.567157895879943,0.41986486081291424,0.8705657816390311,0.4151236047869203,word,0.0
6,0.0,0.6263020833333334,0.33203125,0.8298319327731093,0.4241071428571429,True,tanh,False,0.0,1,0.3,32,32,1,300,0.4,False,0.4,glove.840B.300d,True,0.4,2,100,50,0.4880229686026157,0.3195941345738719,0.8467882611540598,0.3642537917531084,TASK3_B,10,0.4948824844799986,0.3716796181960117,0.8080722457648812,0.4106145765891307,0.5647146062015501,0.3930092358806217,0.9001666416005096,0.40256093898875184,word,0.0
7,0.0,0.6614583333333334,0.2942708333333333,0.9789915966386554,0.3946953781512605,True,tanh,False,0.0,1,0.3,32,32,1,300,0.1,False,0.05,glove.840B.300d,True,0.1,2,100,50,0.4959777051919352,0.258618918763589,0.9813276346865479,0.31678409411116065,TASK3_B,10,0.4989541279502248,0.3200886856562118,0.9799347473364728,0.3915241291929518,0.5474519808105783,0.39365584215233546,0.98689320186077,0.44470852782945824,word,0.0
8,0.0,0.64453125,0.4296875,0.9936974789915968,0.4553571428571429,True,tanh,False,0.0,1,0.3,32,32,1,300,0.2,False,0.1,glove.840B.300d,True,0.2,2,200,50,0.5154351318464196,0.3860823217366831,0.995315505225488,0.40212168338427934,TASK3_B,10,0.502455466062505,0.3855890346775916,0.9941911206517322,0.4172256796111481,0.5559549351097361,0.4248220368242204,0.9964607234517368,0.479888572419626,word,0.0
9,0.0,0.6510416666666666,0.2864583333333333,0.9590336134453782,0.3849789915966387,True,tanh,False,0.0,1,0.3,32,32,1,300,0.2,False,0.2,glove.840B.300d,True,0.2,2,200,50,0.5018518082829676,0.26586279440612137,0.9699022658931012,0.3067192286252325,TASK3_B,10,0.5055694424171654,0.3903742302505026,0.9645987075449444,0.4370337680114889,0.5526321420177349,0.4139402316228421,0.975495421187072,0.4600860605066832,word,0.0
