,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42
0,,acc_gold_max,acc_gold_min,acc_train_max,acc_train_min,attention,attention_activation,attention_context,attention_dropout,attention_heads,attention_layers,base,batch_eval,batch_train,clip_norm,embed_dim,embed_dropout,embed_finetune,embed_noise,embeddings_file,encoder_bidirectional,encoder_dropout,encoder_layers,encoder_size,epochs,f1_gold_max,f1_gold_min,f1_train_max,f1_train_min,name,patience,precision_gold_max,precision_gold_min,precision_train_max,precision_train_min,recall_gold_max,recall_gold_min,recall_train_max,recall_train_min,recurrent_steps,token_type,weight_decay,
1,0.0,0.66796875,0.3997395833333333,0.8970588235294118,0.4498424369747899,True,tanh,False,0.0,10,1,0.3,32,32,1,300,0.2,False,0.3,glove.twitter.27B.200d,True,0.2,2,200,50,0.5418808587401062,0.385259934004349,0.9095678864269562,0.4089981401162897,TASK3_B,10,0.5275852007469655,0.4231703250731291,0.8880513096470295,0.46011456021435243,0.6140915127198143,0.4222688221808614,0.9392391320001325,0.4814921878549647,3,word,0.0,
2,0.0,0.66796875,0.3997395833333333,0.8970588235294118,0.4498424369747899,True,tanh,False,0.0,10,1,0.3,32,32,1,300,0.2,False,0.3,glove.twitter.27B.200d,True,0.2,2,200,50,0.5418808587401062,0.38525993400434894,0.9095678864269562,0.4089981401162897,TASK3_B,10,0.5275852007469655,0.4231703250731291,0.8880513096470295,0.4601145602143524,0.6140915127198143,0.4222688221808614,0.9392391320001324,0.4814921878549647,3,word,0.0,
3,0.0,0.66796875,0.36328125,0.8721113445378151,0.44669117647058826,True,tanh,False,0.0,10,1,0.3,32,32,1,300,0.2,False,0.3,glove.twitter.27B.200d,True,0.2,2,200,50,0.5617645170803863,0.3664404570201672,0.8843167126496837,0.4094932175922752,TASK3_B,10,0.5522810471799442,0.35023734080725144,0.8520857662625534,0.3966588693319375,0.6394280698320137,0.3846481434222279,0.9249839170890444,0.44188367046420973,5,word,0.0,
4,0.0,0.6875,0.29296875,0.9900210084033614,0.3925945378151261,True,tanh,False,0.0,10,1,0.3,32,32,1,300,0.2,False,0.1,glove.twitter.27B.200d,True,0.2,2,200,50,0.5612764897323477,0.2985872475265667,0.9909810080432584,0.3962705298280868,TASK3_B,10,0.5778276615218471,0.4202134733460065,0.9886326557030496,0.493335239551605,0.5904256761993335,0.44060802946886135,0.99424000349223,0.5106378606523722,3,word,0.0,
5,0.0,0.6901041666666666,0.28515625,0.9965861344537816,0.3776260504201681,True,tanh,False,0.0,10,1,0.3,32,32,1,300,0.2,False,0.1,glove.twitter.27B.200d,True,0.2,2,200,50,0.5329825118568718,0.3043451559047575,0.997049194538962,0.4024214276018937,TASK3_B,10,0.5448230822894466,0.4344935052259862,0.9961594090486012,0.4613347333997274,0.5715757128355132,0.4519578014160993,0.998200410847992,0.51555508683788,5,word,0.0,
6,0.0,0.5950520833333334,0.3658854166666667,0.7182247899159664,0.41255252100840334,True,tanh,False,0.0,10,1,0.3,32,32,1,300,0.2,False,0.3,glove.twitter.27B.200d,True,0.2,4,200,50,0.4867403120514341,0.3631742757232526,0.7176863782759142,0.3793302581206485,TASK3_B,10,0.532184741525332,0.38877754758902294,0.6724491132689089,0.4159199581121276,0.5588545001089718,0.461124475552049,0.82269947129805,0.46961486534219804,3,word,0.0,
7,0.0,0.62109375,0.3697916666666667,0.8248424369747899,0.419905462184874,True,tanh,False,0.0,10,1,0.3,32,32,1,300,0.2,False,0.3,glove.twitter.27B.200d,True,0.2,4,200,50,0.5122319141561702,0.3661956256446439,0.8513791627019779,0.4059380727954166,TASK3_B,10,0.517465929382765,0.4062621438985651,0.8178069483914974,0.4387602560180727,0.5919417889654841,0.4075269817110637,0.903778255294216,0.4373614562775113,5,word,0.0,
8,0.0,0.66015625,0.4375,0.9981617647058824,0.5123424369747899,True,tanh,False,0.0,10,1,0.3,32,32,1,300,0.2,False,0.1,glove.twitter.27B.200d,True,0.2,4,200,50,0.5074588584504591,0.3291746549536918,0.9983843420383338,0.3710034125336921,TASK3_B,10,0.5210739723239723,0.3254263632086526,0.9977891145190996,0.3826256302184862,0.5422766761211796,0.4093497082627517,0.9989831504338041,0.4624567401421218,3,word,0.0,
9,0.0,0.69921875,0.3268229166666667,0.9992121848739496,0.4327731092436975,True,tanh,False,0.0,10,1,0.3,32,32,1,300,0.2,False,0.1,glove.twitter.27B.200d,True,0.2,4,200,50,0.5504017314351676,0.28072933514481035,0.999532448579999,0.3089348392431237,TASK3_B,10,0.5845462616161973,0.31776450950179763,0.999507824426758,0.3909940599508612,0.5855040482002271,0.3790919258398933,0.999557172237361,0.4144738164725032,5,word,0.0,
