,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39
0,,acc_gold_max,acc_gold_min,acc_train_max,acc_train_min,attention,attention_activation,attention_context,attention_dropout,attention_layers,base,batch_eval,batch_train,clip_norm,embed_dim,embed_dropout,embed_finetune,embed_noise,embeddings_file,encoder_bidirectional,encoder_dropout,encoder_layers,encoder_size,epochs,f1_gold_max,f1_gold_min,f1_train_max,f1_train_min,name,patience,precision_gold_max,precision_gold_min,precision_train_max,precision_train_min,recall_gold_max,recall_gold_min,recall_train_max,recall_train_min,token_type,weight_decay
1,0.0,0.6783854166666666,0.3880208333333333,0.9960609243697479,0.4430147058823529,True,tanh,False,0.0,1,0.3,32,32,1,200,0.2,False,0.1,glove.twitter.27B.200d,True,0.2,2,100,50,0.5422268430439918,0.3625552393317601,0.997140352558443,0.3779200646852217,TASK3_B,10,0.5390433335193284,0.4117048634901377,0.9967522871568111,0.40378454883692666,0.5686709688614413,0.45966713249237456,0.9975345813276011,0.46027797481293464,word,0.0
2,0.0,0.6783854166666666,0.3880208333333333,0.996060924369748,0.4430147058823529,True,tanh,False,0.0,1,0.3,32,32,1,200,0.2,False,0.1,glove.twitter.27B.200d,True,0.2,2,100,50,0.5422268430439918,0.3625552393317601,0.9971403525584429,0.3779200646852217,TASK3_B,10,0.5390433335193284,0.4117048634901377,0.9967522871568112,0.40378454883692666,0.5686709688614413,0.4596671324923746,0.9975345813276012,0.4602779748129346,word,0.0
3,0.0,0.6666666666666666,0.3658854166666667,0.9264705882352942,0.4595588235294117,True,tanh,False,0.0,1,0.3,32,32,1,200,0.2,False,0.2,glove.twitter.27B.200d,True,0.2,2,100,50,0.4976854902688093,0.31262490269112786,0.9441168000292888,0.3635475166531316,TASK3_B,10,0.5122475769940273,0.3993722677413551,0.9352797478378644,0.40820018879385905,0.5624194406710558,0.4527019032277591,0.9555961894464255,0.4691233429906626,word,0.0
4,0.0,0.5872395833333334,0.3567708333333333,0.7376575630252101,0.3944327731092437,True,tanh,False,0.0,1,0.3,32,32,1,200,0.2,False,0.3,glove.twitter.27B.200d,True,0.2,2,100,50,0.4941322853872773,0.32429199042805074,0.7140733011074267,0.3230561379703717,TASK3_B,10,0.4987827954031933,0.4078392380574277,0.6687143299338063,0.41131701336564697,0.574502506725281,0.4431841075737344,0.8254979312440138,0.44103926122277737,word,0.0
5,0.0,0.6015625,0.4114583333333333,0.7510504201680672,0.404936974789916,True,tanh,False,0.0,1,0.3,32,32,1,200,0.3,False,0.4,glove.twitter.27B.200d,True,0.4,2,100,50,0.4976576504740373,0.37322132286075455,0.7323051235823261,0.3655579821620436,TASK3_B,10,0.5013616915843623,0.4027973044470747,0.6804302444415199,0.4214881457891699,0.5877166091043731,0.4703364466372307,0.8456121736059723,0.4670102725276627,word,0.0
6,0.0,0.5833333333333334,0.3841145833333333,0.7182247899159664,0.39810924369747897,True,tanh,False,0.0,1,0.3,32,32,1,200,0.4,False,0.4,glove.twitter.27B.200d,True,0.4,2,100,50,0.4863092399674202,0.3369570407716429,0.6914935227110639,0.3616039640200879,TASK3_B,10,0.4956117378161707,0.3705225046974848,0.6462700934991602,0.4129707382487313,0.5722528752508634,0.4414274881659585,0.8014740696253873,0.4538761291854994,word,0.0
7,0.0,0.6927083333333334,0.4153645833333333,0.9989495798319328,0.4514180672268908,True,tanh,False,0.0,1,0.3,32,32,1,200,0.1,False,0.05,glove.twitter.27B.200d,True,0.1,2,100,50,0.5232612752070147,0.3314690107151868,0.999375649021382,0.37620524258582777,TASK3_B,10,0.5386676444855754,0.35243510424965396,0.9994775339602926,0.4158868748868046,0.5648280796810754,0.4448287732601458,0.9992753623188406,0.4640388834813654,word,0.0
8,0.0,0.6588541666666666,0.3932291666666667,0.982405462184874,0.467436974789916,True,tanh,False,0.0,1,0.3,32,32,1,200,0.2,False,0.1,glove.twitter.27B.200d,True,0.2,2,200,50,0.5166811710885564,0.3739577091859083,0.9855537391626574,0.3936853123239701,TASK3_B,10,0.5433273381738684,0.4064403560897185,0.9828692037647262,0.4128721849487244,0.5713918596882765,0.4593291605758191,0.9884246595062376,0.4666379601436789,word,0.0
9,0.0,0.71484375,0.3776041666666667,0.9976365546218487,0.45246848739495793,True,tanh,False,0.0,1,0.3,32,32,1,200,0.2,False,0.2,glove.twitter.27B.200d,True,0.2,2,200,50,0.5594606255856639,0.3736775778371355,0.9964123040641452,0.3865130502781885,TASK3_B,10,0.5840909550585436,0.4158229051239269,0.9956423562285652,0.4087376165706679,0.5883060449393024,0.4660330908103538,0.998669981243837,0.4727418356243734,word,0.0
10,0.0,0.69140625,0.390625,0.9792542016806722,0.4503676470588235,True,tanh,False,0.0,1,0.3,32,32,1,200,0.2,False,0.3,glove.twitter.27B.200d,True,0.2,2,200,50,0.5450116218148026,0.3403189992165,0.9816957654602316,0.36763453910295946,TASK3_B,10,0.5552704395528981,0.37922215534920456,0.9771472665577148,0.4124549524226496,0.600429488899735,0.4628333052028368,0.9864196010989176,0.4755299380686389,word,0.0
